1	flicker	1
1	remind	30
1	ti	8
1	bind	3
1	45-minut	1
1	shy	2
1	overkil	3
1	exhaust	3
1	athlet	8
1	onscreen	3
1	old-world-	1
1	meets-new	1
1	mesh	2
1	incarn	3
1	soundtrack	8
1	joy	3
1	effus	1
1	disco	1
1	bollywood	4
1	monsoon	4
1	wed	21
1	sent	1
1	spirit	48
1	soar	5
1	witti	27
1	wise	14
1	admir	26
1	abel	1
1	ferrara	2
1	reliev	1
1	latest	14
1	r	4
1	xma	1
1	modest	8
1	encourag	9
1	return	20
1	suspend	4
1	disbelief	2
1	shake	9
1	credit	22
1	writer/director	10
1	romanek	3
1	spotlight	5
1	underli	5
1	cast	19
1	system	6
1	america	16
1	scath	4
1	portray	11
1	auto	5
1	focu	9
1	distant	4
1	telescop	1
1	aloof	2
1	unreach	1
1	abl	20
1	second	19
1	eric	6
1	schaeffer	2
1	accomplish	23
1	strictli	4
1	speak	19
1	qualifi	3
1	revolutionari	3
1	defiantli	3
1	delightfulli	9
1	against	26
1	grain	3
1	ram	3
1	dass	2
1	prove	44
1	clear	14
1	reliabl	3
1	author	9
1	inner	9
1	conscious	6
1	fierc	13
1	grace	21
1	reassur	4
1	honest	33
1	love	44
1	ensembl	18
1	period	18
1	reconstruct	2
1	move	89
1	buoyant	9
1	read	26
1	lip	8
1	view	38
1	extraordinari	16
1	lyric	15
1	variat	5
1	steven	15
1	soderbergh	6
1	remak	15
1	andrei	1
1	tarkovsky'	2
1	solari	4
1	distil	1
1	stevenson'	5
1	clueless	1
1	commit	9
1	volatil	5
1	combin	26
1	consist	14
1	irresist	9
1	junior-high	1
1	free	6
1	gag	2
1	forc	39
1	millisecond	1
1	stimulu	1
1	optic	1
1	nerv	8
1	forgiv	10
1	totalitarian	1
1	tomorrow	4
1	rabbit-proof	4
1	fenc	6
1	angri	4
1	weep	4
1	sucker	2
1	twist	37
1	verg	3
1	bizarr	11
1	wind	9
1	blood	8
1	character-ori	1
1	success	30
1	temper	3
1	element	24
1	direct	20
1	antithesi	1
1	patient	7
1	hush	2
1	reward	22
1	thought	36
1	unlik	25
1	link	2
1	conquer	4
1	kind	5
1	obstacl	4
1	natur	36
1	moore'	5
1	impress	40
1	hayn	6
1	1995'	1
1	safe	11
1	scienc	6
1	fiction	15
1	minor	21
1	report	12
1	astound	5
1	en	6
1	smismo	1
1	el	12
1	rei	1
1	le	1
1	es	17
1	un	10
1	espect當ulo	1
1	digno	1
1	contemplars	1
1	cine	2
1	dvd	2
1	o	23
1	su	7
1	soberbio	1
1	montaj	1
1	teatral	1
1	pero	2
1	hacerlo	1
1	la	25
1	pantalla	1
1	imax	19
1	experiencia	2
1	colos	1
1	dizzili	1
1	gorgeou	26
1	companion	5
1	wong'	1
1	hong	8
1	kong	7
1	mainland	1
1	set	24
1	wait	16
1	careen	1
1	color	34
1	event	34
1	respit	3
1	must	25
1	seem	7
1	frida	5
1	kahlo	3
1	gosl	7
1	provid	44
1	amaz	20
1	dwarf	3
1	hypnot	7
1	fragmentari	1
1	explor	33
1	connect	15
1	person	44
1	ident	12
1	[n誑]	1
1	stage	18
1	ell	7
1	fine	43
1	lead	33
1	oscar	13
1	wilde'	4
1	masterpiec	20
1	import	30
1	19th	2
1	centuri	14
1	relentless	5
1	polish	13
1	withstand	1
1	inept	1
1	product	4
1	oliv	4
1	parker'	2
1	adapt	29
1	good	8
1	queen	7
1	latifah	1
1	offer	26
1	flaunt	1
1	gift	18
1	villain	11
1	vampir	5
1	cup	2
1	blade	8
1	2	14
1	definit	28
1	cut	25
1	abov	25
1	rest	13
1	reminisc	5
1	alfr	2
1	hitchcock'	1
1	thriller	7
1	scari	10
1	part	11
1	'signs'	1
1	occur	3
1	happen	22
1	captiv	18
1	cross-cultur	2
1	cuaron	2
1	repeatedli	2
1	pervers	7
1	undercut	2
1	joie	2
1	vivr	2
1	creat	56
1	give	15
1	mourn	3
1	undercurr	3
1	place	19
1	good-tim	1
1	shenanigan	1
1	welcom	21
1	perspect	14
1	beautifulli	44
1	craft	21
1	cooli	1
1	unsettl	22
1	recreat	7
1	atmospher	17
1	expertli	6
1	old-hat	1
1	set-up	2
1	empir	5
1	ambiti	18
1	'what	1
1	cuddli	2
1	1999	3
1	visual	38
1	funnier	6
1	madcap	1
1	respect	24
1	sourc	7
1	asylum	1
1	grip	22
1	jia	1
1	present	30
1	sympathi	6
1	contradict	4
1	we'v	11
1	expect	36
1	nowadai	1
1	handl	9
1	convent	10
1	secretari	8
1	unexpect	24
1	influenti	1
1	'korean	1
1	wave'	1
1	remark	43
1	green	6
1	deliv	66
1	typic	14
1	solid	46
1	role	40
1	departur	5
1	match	11
1	schweig	2
1	carri	22
1	handsom	8
1	shoulder	4
1	austin	7
1	power	100
1	[has]	1
1	immediaci	3
1	intimaci	7
1	suck	7
1	dare	24
1	valu	16
1	highest	4
1	attract	13
1	memor	27
1	normal	3
1	process	21
1	bromid	1
1	sustain	16
1	interstiti	1
1	program	1
1	discoveri	8
1	channel	5
1	3-d	3
1	clich駸	6
1	disappear	2
1	vertigin	1
1	photographi	8
1	deed	5
1	insight	35
1	kissinger'	2
1	background	8
1	deni	17
1	forg	2
1	theori	5
1	class-	1
1	base	17
1	rage	6
1	sisterli	1
1	obsess	12
1	razor-sid	1
1	tune	9
1	fork	1
1	ring	13
1	cultur	69
1	sexual	27
1	discord	4
1	serv	17
1	valuabl	5
1	capsul	1
1	devast	10
1	suffer	9
1	sly	10
1	dissect	1
1	inan	2
1	contemporari	21
1	busi	13
1	difficulti	3
1	artist	38
1	collabor	6
1	collater	2
1	damag	7
1	trash	5
1	earn	7
1	extra	4
1	point	18
1	weren't	5
1	testament	7
1	feature-length	1
1	sitcom	5
1	replet	5
1	stereotyp	7
1	famili	15
1	quandari	1
1	sheer	9
1	unbridl	2
1	unfurl	1
1	vista	3
1	orbit	3
1	space	15
1	station	2
1	chime	2
1	blue	14
1	globe	4
1	stanza	1
1	breathtak	10
1	awe-inspir	2
1	poetri	12
1	rifkin'	1
1	refer	3
1	impecc	8
1	throughout	19
1	penetr	5
1	potent	10
1	sanctimoni	3
1	self-awar	5
1	self-hatr	2
1	self-determin	1
1	sloppi	3
1	proce	3
1	stunningli	1
1	unorigin	2
1	goodal	2
1	chimpanze	1
1	bigger-than-lif	1
1	chanc	15
1	splendid	9
1	larki	2
1	chase	7
1	somebodi	4
1	belong	9
1	brilliant	29
1	expens	4
1	paid	7
1	pai	14
1	frodo'	1
1	quest	9
1	unfulfil	2
1	hardi	3
1	group	11
1	determin	15
1	zealand	5
1	creativ	28
1	mettl	1
1	solidli	6
1	seaworthi	1
1	chiller	4
1	compel	2
1	twice	6
1	pick	9
1	crisp	6
1	[and]	2
1	twilight	1
1	zone	10
1	episod	7
1	pleasur	49
1	seinfeld	3
1	gripe	1
1	biz	2
1	buddi	6
1	chri	6
1	rock	16
1	garri	1
1	shandl	1
1	colin	1
1	quinn	2
1	refresh	25
1	girl-pow	1
1	paradiso'	1
1	rusted-out	1
1	ruin	2
1	ultim	15
1	collaps	2
1	restor	2
1	third⑻motion	1
1	belittl	1
1	cinema	65
1	shorter	2
1	broken	5
1	studi	44
1	rich	34
1	textur	3
1	journei	36
1	anywher	4
1	maker	7
1	dash	4
1	effect	43
1	great	4
1	original'	1
1	nostalgia	4
1	commun	19
1	experi	11
1	yesteryear	1
1	deeper	13
1	realiz	16
1	inabl	2
1	stand	26
1	live	97
1	sex	23
1	wonder	59
1	destini	2
1	told	22
1	master	24
1	storytel	3
1	bluer	1
1	atlant	3
1	biolog	1
1	detail	36
1	autopsi	2
1	frequent	11
1	hilari	37
1	nervi	5
1	riski	4
1	villeneuv	2
1	inspir	38
1	croze	1
1	herself	5
1	torment	3
1	persona	9
1	bibi	1
1	k-19	5
1	annal	2
1	submarin	5
1	stori	26
1	excit	29
1	confront	8
1	demon	6
1	fear	16
1	paranoia	5
1	thought-provok	17
1	often-funni	2
1	isol	6
1	duval	4
1	alwai	54
1	goyer'	1
1	thankfulli	6
1	underst	8
1	drawn	8
1	excel	30
1	brilliantli	9
1	conflict	21
1	follow	19
1	one'	4
1	demand	13
1	tradit	19
1	tightli	2
1	organ	4
1	effici	5
1	numer	5
1	flashback	2
1	constant	7
1	edg	21
1	tension	14
1	miller'	2
1	2002'	3
1	involvingli	1
1	adult	27
1	surpris	59
1	'brazil	1
1	luca	4
1	note	4
1	us	65
1	provoc	19
1	haunt	24
1	vision	23
1	disturb	23
1	hallucin	1
1	troubl	15
1	eat	8
1	veggi	1
1	'dumb	1
1	dumber'	1
1	vulgar	6
1	intellig	47
1	life-affirm	3
1	viscer	13
1	dramat	10
1	epic	27
1	adventur	37
1	demean	1
1	subject	13
1	concern	18
1	feel	3
1	broader	2
1	open-end	4
1	question	30
1	concret	1
1	answer	13
1	soderbergh'	5
1	decept	12
1	minimalist	3
1	poem	10
1	jeffrei	2
1	tambor'	1
1	jazz-plai	1
1	extermin	1
1	oscar-worthi	2
1	motion	11
1	illustr	7
1	spoof	9
1	share	19
1	chuckl	4
1	guffaw	1
1	occasion	4
1	belli	5
1	spider-man	9
1	suspect	3
1	unflapp	2
1	air	19
1	decad	22
1	urban	21
1	everett	1
1	wildean	1
1	relax	6
1	firth	1
1	displai	11
1	skill	18
1	equival	5
1	lovingli	5
1	render	7
1	coffe	1
1	tabl	2
1	court	3
1	marriag	9
1	medem	1
1	disrob	1
1	leav	6
1	bodi	9
1	expos	6
1	guard	5
1	virgin	1
1	chastiti	1
1	belt	3
1	lucia	2
1	allur	3
1	gorgeous	6
1	act	46
1	le	5
1	destine	1
1	quiet	29
1	refreshingli	19
1	unusu	18
1	romp	10
1	sam	4
1	jone	10
1	becam	2
1	lucki	2
1	filmmak	63
1	wilco	5
1	drop	7
1	record	19
1	label	3
1	man'	16
1	another'	1
1	fortun	2
1	educ	11
1	teacher	10
1	help	43
1	increas	4
1	averag	11
1	student'	1
1	knowledg	8
1	impart	4
1	western	8
1	thoroughli	17
1	overbear	1
1	heartfelt	14
1	north	2
1	korea'	2
1	recent	31
1	south	7
1	add	7
1	need	10
1	moral	32
1	weight	3
1	hartlei	1
1	satir	5
1	histor	19
1	courag	13
1	convict	12
1	scope	8
1	highlight	5
1	gritti	11
1	list	5
1	star	13
1	ice-t	1
1	major	12
1	meant	2
1	war	8
1	pour	3
1	grant	16
1	hollow	2
1	keep	28
1	arm	4
1	length	6
1	mike	11
1	cover	7
1	perhap	19
1	neatli	5
1	stun	17
1	dreamlik	2
1	patienc	8
1	euro-film	1
1	pretens	6
1	eccentr	14
1	pure	25
1	joi	11
1	remov	1
1	red	15
1	her	1
1	surround	7
1	appar	3
1	summer	30
1	polanski	8
1	alon	14
1	abandon	5
1	consol	3
1	reveal	38
1	surviv	8
1	rara	1
1	avi	1
1	actual	4
1	own	2
1	costar	1
1	spader	2
1	gyllenha	4
1	maggi	3
1	g	1
1	breakthrough	4
1	strang	36
1	beauti	73
1	georg	12
1	cloonei	7
1	directori	8
1	utterli	15
1	ridicul	4
1	shaggi	2
1	dog	8
1	energet	14
1	comedi	22
1	plotlin	2
1	ag	42
1	cinderella	2
1	sleev	6
1	somehow	11
1	manag	17
1	spell	6
1	[gai]	1
1	closer	8
1	actress	22
1	rememb	24
1	personifi	2
1	independ	4
1	purest	2
1	ye	11
1	intimid	1
1	classi	2
1	item	2
1	legend	4
1	chop	2
1	drive	8
1	crime	7
1	steal	8
1	freeli	1
1	dispar	2
1	type	7
1	fantast	12
1	aspect	14
1	harsh	6
1	realiti	2
1	isl	2
1	sock-you-in-the-ey	1
1	tour-de-forc	2
1	chick	3
1	gui	16
1	1989	1
1	paradiso	6
1	prefer	6
1	speedi	1
1	wham-bam	1
1	develop	19
1	importantli	3
1	empathi	6
1	italian	10
1	beginn	3
1	breezi	9
1	unbeliev	5
1	portrai	11
1	idioci	1
1	industri	11
1	trip	10
1	intrigu	45
1	omnibu	2
1	round-robin	1
1	execut	20
1	exhilar	17
1	futurist	1
1	thriller-noir	1
1	technolog	8
1	rivet	23
1	puls	4
1	intensifi	1
1	escapist	6
1	order	7
1	compar	6
1	spectacular	12
1	flop	1
1	runteldat	1
1	triumph	21
1	servic	13
1	euro-trash	1
1	extravaganza	4
1	decent	12
1	plenti	17
1	boom	2
1	handgun	1
1	bmw	1
1	seasid	2
1	chateau	5
1	fertil	1
1	planet	6
1	rival	7
1	top	11
1	japanes	13
1	anim	37
1	vintag	6
1	cynic	12
1	teenag	10
1	boi	28
1	later	6
1	insightfulli	3
1	delic	25
1	perform	16
1	ready-mad	1
1	midnight	4
1	goofi	11
1	entir	21
1	wholesom	5
1	dazzl	16
1	unpretenti	5
1	[evans]	1
1	crave	2
1	smith'	3
1	chang	31
1	lane	13
1	anomali	1
1	well-written	5
1	challeng	24
1	skin	22
1	cheap	10
1	shock	18
1	kids-in-peril	1
1	theatric	5
1	tap	9
1	primal	2
1	mysteri	14
1	brutal	15
1	brace	5
1	truth	28
1	female-bond	1
1	pictur	12
1	divin	9
1	secret	15
1	ya-ya	9
1	sisterhood	7
1	well-observ	1
1	highli	23
1	dysfunction	1
1	privileg	3
1	lifestyl	4
1	wish	9
1	spent	3
1	scotland	2
1	fanat	5
1	showdown	1
1	beat	16
1	golf	1
1	profici	3
1	singularli	1
1	cursori	1
1	[testud]	1
1	feral	3
1	intens	29
1	bett	2
1	davi	7
1	rare	65
1	adject	1
1	'gentle'	1
1	appli	9
1	word	26
1	perfectli	24
1	describ	6
1	paulin	4
1	&	12
1	paulett	3
1	am	6
1	offend	3
1	faith	23
1	dirti	5
1	funniest	7
1	oddli	12
1	jokest	1
1	highwai	4
1	patrolmen	1
1	deepli	37
1	startl	12
1	portrait	50
1	frighten	6
1	examin	39
1	cross	8
1	paul	7
1	thoma	4
1	anderson'	1
1	magnolia	1
1	david	19
1	lynch'	1
1	mulholland	1
1	dr	2
1	member	12
1	pronounc	3
1	kok	1
1	thu	1
1	ampl	3
1	opportun	9
1	term	17
1	possibl	32
1	beavi	1
1	butthead	1
1	elicit	2
1	introduct	4
1	johnson	1
1	1960	4
1	rebellion	3
1	misdirect	1
1	fight	18
1	rapport	2
1	strike	27
1	behind	14
1	camera	26
1	h駘鈩e	1
1	angel	5
1	disregard	2
1	realism	7
1	find	25
1	zish	1
1	fieri	2
1	presenc	7
1	hanussen	1
1	swallow	4
1	absurd	9
1	cruditi	2
1	lagaan	2
1	enorm	12
1	truffl	1
1	dainti	1
1	terror	8
1	outsid	11
1	creami	2
1	fill	31
1	unrepent	2
1	domest	6
1	psychopathi	1
1	spaniel-ei	1
1	jean	5
1	reno	7
1	infus	10
1	hubert	1
1	mixtur	8
1	deadpan	9
1	cool	23
1	wry	14
1	measur	12
1	tender	18
1	requir	8
1	slugfest	1
1	admittedli	3
1	limit	7
1	extent	3
1	genuin	33
1	weaver	2
1	lapaglia	2
1	low-kei	12
1	allow	28
1	forget	13
1	folk	10
1	sacr	1
1	gut-bust	1
1	wear	7
1	gaudi	2
1	hawaiian	2
1	shirt	1
1	thank	26
1	'the	5
1	king	11
1	checklist	2
1	teamwork	1
1	brave	5
1	heartbeat	1
1	salut	3
1	univers	16
1	languag	8
1	rhythm	17
1	zippi	2
1	sampl	1
1	sound	26
1	piti	6
1	achiev	23
1	delici	13
1	trimmings⑷rr	1
1	earli	7
1	late	8
1	minuteith	1
1	lightheart	2
1	glow	4
1	impud	1
1	snicker	2
1	gloriou	7
1	dose	8
1	humankind'	1
1	liber	12
1	abil	20
1	scroog	2
1	cinemat	3
1	quietli	16
1	wispi	1
1	surprisingli	38
1	inoffens	3
1	teen	18
1	stepmom	1
1	assur	12
1	notabl	4
1	audac	3
1	must-se	5
1	interest	13
1	sight	11
1	battl	12
1	odd	21
1	portugues	2
1	borrow	6
1	lieuten	1
1	art-hous	4
1	gai	9
1	porn	1
1	spend	9
1	benjamin	3
1	matine	6
1	gangster	7
1	1	5
1	fare	14
1	rapidli	4
1	gut-wrench	4
1	differ	40
1	collid	3
1	skittish	1
1	york	11
1	middle-ag	5
1	stumbl	4
1	relationship	39
1	furious	2
1	foibl	5
1	three-hour	3
1	class	14
1	transit	6
1	common	8
1	tenet	1
1	world'	13
1	religion	3
1	afterlif	1
1	bowel-curdl	1
1	heart-stop	1
1	recip	3
1	blunt	4
1	indict	6
1	surreal	13
1	campaign	2
1	bring	53
1	kissing	8
1	trial	6
1	callow	1
1	artist'	3
1	fatherhood	1
1	rubbo	1
1	run	12
1	amount	14
1	attent	19
1	guess	7
1	ideal	10
1	intoler	3
1	saccharin	2
1	somewhat	20
1	blur	2
1	kinnear'	2
1	razor	1
1	sharp	24
1	crafti	2
1	kid	10
1	fourteen-year	1
1	ferri	1
1	bueller	1
1	slightli	14
1	fairli	20
1	final	23
1	shelf	2
1	year'	19
1	lot	11
1	danc	22
1	fabul	4
1	repetit	4
1	spice	6
1	all-french	1
1	marveilleux	1
1	dread	5
1	party-hearti	1
1	scald	1
1	acid	4
1	clear-ei	4
1	nervou	4
1	ambigu	11
1	uncertainti	1
1	homag	7
1	turntablist	1
1	juggler	1
1	schooler	1
1	current	11
1	innov	6
1	scratch	11
1	document	18
1	observ	25
1	miracul	4
1	unsentiment	7
1	comedy-drama	4
1	malcolm	3
1	mcdowel	3
1	bettani	4
1	establish	11
1	fresh	39
1	skew	1
1	kieran	2
1	culkin	3
1	caustic	2
1	writer	9
1	dubiou	1
1	affect	33
1	pleasingli	2
1	emphat	1
1	properli	4
1	claustrophob	7
1	i'll	8
1	narrat	5
1	talk	19
1	fish	3
1	deliber	5
1	skillfulli	5
1	suggest	13
1	imbu	3
1	ad	6
1	depth	20
1	reson	24
1	stir	13
1	road	17
1	wallac	1
1	vari	3
1	pitch	6
1	balanc	21
1	deafen	1
1	quieter	4
1	receiv	7
1	depart	6
1	telegram	1
1	engulf	2
1	absolut	18
1	string	6
1	charm	50
1	self-interest	2
1	shape	8
1	represent	2
1	castro	3
1	we'r	7
1	dragon	12
1	corner	6
1	rag	1
1	unassum	4
1	headi	4
1	impenetr	2
1	russian	10
1	comfort	20
1	closed-off	1
1	nationalist	1
1	concert	5
1	modestli	2
1	profoundli	4
1	infecti	8
1	enthusiasm	6
1	center	10
1	sport	18
1	too-spectacular	1
1	coastal	1
1	distract	7
1	good-naturedli	2
1	aimless	3
1	enchant	4
1	potter	4
1	anxiou	1
1	ride	36
1	hogwart	1
1	express	19
1	toward	8
1	magic	23
1	mischief	1
1	want	13
1	astronaut	2
1	inform	7
1	breathtakingli	5
1	silli	5
1	pedigre	3
1	leigh'	2
1	bottom	4
1	shatter	5
1	maladjust	1
1	downward	2
1	narcot	3
1	spiral	2
1	josh	1
1	kouri	2
1	bard	1
1	willi	5
1	first-rat	4
1	sorvino	3
1	vivid	18
1	spici	1
1	footnot	3
1	rapt	2
1	finish	11
1	maryam	2
1	audacious-imposs	1
1	upon	17
1	knot	1
1	nonstop	4
1	parad	3
1	mock-tarantino	1
1	scuzbag	1
1	veer	2
1	greatest	13
1	jackson'	2
1	enthusiast	9
1	literatur	2
1	kill	11
1	soul	31
1	feat	4
1	appreci	17
1	root	16
1	[clara	1
1	paul]	1
1	emot	31
1	weav	9
1	powerfulli	2
1	evoc	13
1	heat	6
1	malais	1
1	until	13
1	linger	9
1	younger	3
1	moviego	13
1	zhang'	2
1	degre	8
1	quintessenti	2
1	approach	22
1	call	31
1	iranian	12
1	made-up	2
1	lampoon	3
1	moviemak	14
1	shine	13
1	flatter	2
1	america'	6
1	skin-deep	1
1	notion	8
1	pulchritud	1
1	co-writ	6
1	michel	7
1	petin'	1
1	raw	12
1	unflinch	10
1	tantal	2
1	provocatu	1
1	testud	3
1	parmenti	2
1	superl	2
1	jeong-hyang	2
1	lee'	4
1	insecur	6
1	cleti	3
1	play	15
1	depend	7
1	huppert	8
1	girardot	1
1	except	9
1	honesti	10
1	toler	3
1	redneck-versus-blueblood	1
1	trade	4
1	jeff	2
1	foxworthy'	1
1	stand-up	6
1	flow	8
1	improv	9
1	daniel	6
1	radcliff	1
1	assert	1
1	harri	8
1	conjur	6
1	j	11
1	k	3
1	rowling'	2
1	book	8
1	invigor	5
1	rainbow	1
1	p	2
1	t	11
1	anderson	3
1	understand	27
1	equal	24
1	calm	4
1	daili	5
1	ill	6
1	knew	6
1	grow	19
1	realist	21
1	sugarco	1
1	retel	3
1	alexandr	3
1	dumas'	2
1	know	30
1	kevin	4
1	reynold	1
1	tuba-plai	1
1	roll	16
1	hill	6
1	ancient	5
1	librarian	2
1	whack	1
1	certain	18
1	devilishli	1
1	heather	1
1	mcgowan	1
1	niel	1
1	mueller	1
1	enjoy	60
1	renner'	1
1	dahmer	4
1	unforgett	8
1	absorb	23
1	greengrass	2
1	undoubt	1
1	stylist	12
1	cinematographi	8
1	magnific	8
1	track	2
1	puzzlement	1
1	among	23
1	elect	4
1	symbol	8
1	messeng	1
1	agent	3
1	woman	18
1	rise	11
1	oh-so-hollywood	1
1	rejigg	1
1	unabash	3
1	old-fashion	16
1	extend	9
1	suppl	1
1	brown	11
1	indomit	2
1	short-stori	1
1	quaint	2
1	touchingli	1
1	mend	5
1	child'	4
1	pain	20
1	mother	13
1	via	2
1	eudora	1
1	welti	1
1	dream	26
1	femal	18
1	build	15
1	seamless	2
1	weak	8
1	careless	1
1	amongst	1
1	who'	10
1	trauma	1
1	quill	2
1	deftli	16
1	central	7
1	sensual	10
1	conniv	1
1	reduc	6
1	blake'	1
1	philosophi	3
1	tragic	18
1	saga	6
1	punctuat	4
1	burst	9
1	todd	4
1	mcfarlane'	2
1	superhero	3
1	dystopia	1
1	peculiar	4
1	promis	20
1	al	3
1	pacino	7
1	loath	3
1	robin	4
1	william	14
1	fisher	7
1	bare	3
1	shortcom	5
1	ironi	8
1	impact	15
1	1957	1
1	weird	13
1	honestli	7
1	hell	13
1	come	10
1	deliri	4
1	celebr	23
1	orgasm	2
1	windtalk	3
1	shapelessli	1
1	gratifi	2
1	invit	10
1	apart	14
1	fault	4
1	admit	7
1	messi	5
1	frustrat	11
1	pleas	18
1	slice	14
1	instantli	3
1	recogniz	4
1	intim	23
1	e	17
1	wow	7
1	yarn	12
1	martha	12
1	trim	6
1	10	5
1	15	5
1	notic	11
1	trifl	5
1	stomach	5
1	grumbl	2
1	tasti	10
1	grub	1
1	allen	7
1	se	3
1	atrev	1
1	atacar	1
1	atacars	1
1	no	1
1	ofrec	2
1	que	22
1	van	3
1	sonrisa	1
1	risa	1
1	larga	2
1	duraci	1
1	catch	11
1	sole	2
1	merit	3
1	hei	4
1	shower	4
1	gaunt	1
1	silver-hair	1
1	leonin	2
1	[harris]	1
1	dimens	3
1	savag	5
1	full-bodi	3
1	cun	2
1	sandeman	1
1	suspens	10
1	martinet	1
1	instructor	1
1	doubt	9
1	fantas	2
1	unhappi	2
1	repress	6
1	tormentor	1
1	piano	5
1	ask	12
1	countri	11
1	chicago	6
1	ey	45
1	candi	4
1	includ	15
1	spectacl	11
1	gere	4
1	shoe	1
1	hoof	1
1	croon	2
1	high-profil	2
1	version'	1
1	predecessor	15
1	immers	4
1	giant	8
1	hyper-realist	1
1	outer-spac	1
1	3d	3
1	wondrou	3
1	masterfulli	8
1	calibr	2
1	thrive	2
1	taut	7
1	creepi	19
1	cult	7
1	pastich	2
1	children'	4
1	comic	9
1	nail	5
1	sy'	1
1	queasi	1
1	infatu	1
1	'[the	1
1	cockettes]	1
1	window	7
1	subcultur	6
1	hell-bent	1
1	imagin	43
1	parker	7
1	desir	14
1	sophist	17
1	clever	4
1	bui	6
1	popcorn	16
1	serious	10
1	screenwrit	10
1	dig	7
1	themselv	18
1	toss	6
1	logic	7
1	essenti	9
1	dungeon	1
1	fantasi	26
1	militari	3
1	weaponri	1
1	[the	5
1	digit	7
1	effects]	1
1	terri	3
1	gilliam'	2
1	rudimentari	1
1	monti	7
1	python	1
1	figur	18
1	draw	18
1	photograph	11
1	past	1
1	middl	19
1	hard-hit	2
1	enthral	7
1	in-depth	2
1	iconoclast	3
1	fundament	5
1	unknow	4
1	closest	3
1	friend	13
1	try	12
1	resist	12
1	smokei	1
1	robinson	2
1	worm	2
1	beach	5
1	gentl	27
1	meld	3
1	buff	6
1	woodi	3
1	allen'	6
1	ambl	1
1	hate	11
1	initi	3
1	momentum	3
1	sporad	2
1	von	1
1	sydow	1
1	intacto'	2
1	luckiest	2
1	stroke	6
1	capabl	11
1	hope	41
1	hallelujah	1
1	favor	11
1	turturro	1
1	'veri	1
1	sneaky'	1
1	butler	1
1	disappearing/reappear	1
1	revelatori	6
1	narcissist	1
1	high-concept	2
1	candy-coat	1
1	pat	6
1	storylin	10
1	preciou	7
1	circumst	2
1	british	12
1	titan	1
1	brood	4
1	qualiti	22
1	ash	1
1	wednesdai	1
1	unpredict	7
1	sterl	2
1	crimin	6
1	toni	2
1	gayton'	2
1	haven't	8
1	d	5
1	caruso'	1
1	grimi	2
1	veneer	4
1	kilmer'	2
1	gravit	1
1	pull	26
1	wherev	2
1	wast	1
1	your	1
1	pastri	1
1	sayles'	1
1	wordplai	1
1	contriv	8
1	overshadow	1
1	lightest	2
1	posit	10
1	recharg	1
1	static	4
